"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Story","241","217","","Build booking and payment inspection with support actions","When a traveller calls, operations needs the whole picture and a safe set of levers.

*Acceptance criteria*
* An admin can inspect any booking with its full state history, price snapshot and policy snapshot.
* Payment records and their provider references are visible without exposing secrets.
* Authorised support actions - force-cancel, mark refunded, resend confirmation - require elevated permission and a reason.
* Every support action is audit logged and visible on the booking timeline.

*Subtasks*
* Build the booking inspector with the full state timeline
* Surface payment records and reconciliation status
* Implement the elevated support actions with reason capture
* Add the booking audit timeline component
* Write tests asserting non-elevated admins cannot perform financial actions

_BRD reference: FR-073, BR-20_","High","Admin","8","epic-adm","phase-1-marketplace","admin","booking",""
"Sub-task","242","241","","Build the booking inspector with the full state timeline","Subtask of: Build booking and payment inspection with support actions

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","243","241","","Surface payment records and reconciliation status","Subtask of: Build booking and payment inspection with support actions

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","244","241","","Implement the elevated support actions with reason capture","Subtask of: Build booking and payment inspection with support actions

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","245","241","","Add the booking audit timeline component","Subtask of: Build booking and payment inspection with support actions

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","246","241","","Write tests asserting non-elevated admins cannot perform financial actions","Subtask of: Build booking and payment inspection with support actions

_Epic: Admin, Moderation & Operations Console_","High","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","247","217","","Build marketplace configuration and feature flags","Commission, fees, planner limits and feature rollout changeable from the console, with a record of who changed what.

*Acceptance criteria*
* An admin can configure commission and fee rules without a code change.
* Feature flags can be toggled per environment and per cohort.
* Configuration changes are versioned with actor, timestamp and previous value.
* A misconfiguration can be rolled back to a previous version in one action.

*Subtasks*
* Model versioned configuration with an audit trail
* Build the fee and commission configuration screen
* Implement the feature-flag service and its client hook
* Implement configuration rollback
* Document which settings are safe to change live

_BRD reference: FR-074_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","config",""
"Sub-task","248","247","","Model versioned configuration with an audit trail","Subtask of: Build marketplace configuration and feature flags

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","249","247","","Build the fee and commission configuration screen","Subtask of: Build marketplace configuration and feature flags

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","250","247","","Implement the feature-flag service and its client hook","Subtask of: Build marketplace configuration and feature flags

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","251","247","","Implement configuration rollback","Subtask of: Build marketplace configuration and feature flags

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","252","247","","Document which settings are safe to change live","Subtask of: Build marketplace configuration and feature flags

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","253","217","","Build the platform health and KPI dashboard","The numbers operations checks every morning, computed from defined event semantics rather than ad-hoc queries.

*Acceptance criteria*
* The dashboard shows user, business and booking KPIs with date filtering.
* Each metric has a written definition visible from the dashboard.
* Planner health - generation success rate, infeasible rate, fallback rate - is included.
* The dashboard loads in under three seconds on a month of data.

*Subtasks*
* Define the event semantics document and metric definitions
* Build the aggregation layer with materialised views where needed
* Build the KPI dashboard screen
* Add planner health metrics
* Add metric definition tooltips sourced from the definitions document

_BRD reference: FR-075, BRD S19_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","analytics",""
"Sub-task","254","253","","Define the event semantics document and metric definitions","Subtask of: Build the platform health and KPI dashboard

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","255","253","","Build the aggregation layer with materialised views where needed","Subtask of: Build the platform health and KPI dashboard

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","256","253","","Build the KPI dashboard screen","Subtask of: Build the platform health and KPI dashboard

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","257","253","","Add planner health metrics","Subtask of: Build the platform health and KPI dashboard

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","258","253","","Add metric definition tooltips sourced from the definitions document","Subtask of: Build the platform health and KPI dashboard

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Story","259","217","","Build the support case and report handling workflow","Reported reviews, reported listings and user support cases tracked to resolution rather than handled in an inbox.

*Acceptance criteria*
* A report or support case has status, owner, evidence and resolution.
* Cases can be assigned, reassigned and escalated.
* Resolution requires an outcome note.
* Case age and backlog are visible on the health dashboard.

*Subtasks*
* Model support cases and reports
* Build the case queue and detail screens
* Implement assignment, escalation and resolution
* Link cases to the entities they concern
* Add case metrics to the health dashboard

_BRD reference: FR-076_","Medium","Admin","5","epic-adm","phase-1-marketplace","admin","support",""
"Sub-task","260","259","","Model support cases and reports","Subtask of: Build the support case and report handling workflow

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
"Sub-task","261","259","","Build the case queue and detail screens","Subtask of: Build the support case and report handling workflow

_Epic: Admin, Moderation & Operations Console_","Medium","Admin","","epic-adm","phase-1-marketplace","","",""
